id_cliente,fecha_actualizacion,tipo_empleo,empresa,sector_economico,cargo,antiguedad_meses,ingreso_mensual,tipo_contrato,ciudad,estado_empleo
C00203,2026-06-28,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,215,12239.28,INDEPENDIENTE,Oruro,ACTIVO
C00204,2026-02-21,DEPENDIENTE,Empresa 400,Banca,Analista,201,17125.88,TEMPORAL,Potosi,ACTIVO
C00205,2026-03-06,DEPENDIENTE,Empresa 584,Banca,Tecnico,134,8672.47,PLAZO_FIJO,Potosi,ACTIVO
C00206,2026-07-24,DEPENDIENTE,Empresa 227,Tecnologia,Contador,224,12663.84,INDEFINIDO,Sucre,ACTIVO
C00207,2026-06-27,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,89,14671.54,INDEPENDIENTE,Cochabamba,ACTIVO
C00208,2026-07-30,DEPENDIENTE,Empresa 716,Construccion,Administrador,189,9079.74,INDEFINIDO,Tarija,ACTIVO
C00209,2026-07-03,DEPENDIENTE,Empresa 717,Industria,Vendedor,172,7082.42,PLAZO_FIJO,Santa Cruz,ACTIVO
C00210,2026-04-22,DEPENDIENTE,Empresa 729,Salud,Ingeniero,189,15985.58,INDEFINIDO,Oruro,INACTIVO
C00211,2026-04-04,JUBILADO,Sistema de Pensiones,Servicios,Jubilado,174,6535.09,JUBILACION,Potosi,ACTIVO
C00212,2026-04-23,DEPENDIENTE,Empresa 900,Banca,Comerciante,39,15654.37,INDEFINIDO,Santa Cruz,ACTIVO
C00213,2026-01-09,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,95,7285.68,INDEPENDIENTE,Santa Cruz,ACTIVO
C00214,2026-05-27,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,116,7388.97,JUBILACION,Tarija,ACTIVO
C00215,2026-02-17,DEPENDIENTE,Empresa 853,Transporte,Analista,66,17388.06,PLAZO_FIJO,Tarija,ACTIVO
C00216,2026-06-06,DEPENDIENTE,Empresa 319,Salud,Vendedor,201,6534.49,PLAZO_FIJO,Oruro,ACTIVO
C00217,2026-08-19,DEPENDIENTE,Empresa 276,Transporte,Vendedor,37,15718.81,INDEFINIDO,La Paz,ACTIVO
C00218,2026-01-17,JUBILADO,Sistema de Pensiones,Servicios,Jubilado,173,4562.49,JUBILACION,Tarija,ACTIVO
C00219,2026-02-14,DEPENDIENTE,Empresa 753,Tecnologia,Director,185,13498.24,INDEFINIDO,Tarija,ACTIVO
C00220,2026-01-07,JUBILADO,Sistema de Pensiones,Tecnologia,Jubilado,63,7574.54,JUBILACION,Tarija,ACTIVO
C00221,2026-03-21,DEPENDIENTE,Empresa 167,Industria,Supervisor,36,11985.2,TEMPORAL,Oruro,ACTIVO
C00222,2026-06-14,DEPENDIENTE,Empresa 424,Comercio,Gerente,213,11410.96,PLAZO_FIJO,Sucre,ACTIVO
C00223,2026-05-31,DEPENDIENTE,Empresa 755,Construccion,Tecnico,227,15350.33,INDEFINIDO,Potosi,INACTIVO
C00224,2026-02-12,DEPENDIENTE,Empresa 411,Construccion,Gerente,215,4424.5,INDEFINIDO,Cochabamba,ACTIVO
C00225,2026-02-20,DEPENDIENTE,Empresa 356,Servicios,Supervisor,232,6902.75,TEMPORAL,Cochabamba,ACTIVO
C00226,2026-08-30,DEPENDIENTE,Empresa 706,Agricultura,Gerente,26,10289.88,TEMPORAL,Santa Cruz,ACTIVO
C00227,2026-07-31,INDEPENDIENTE,Actividad independiente,Banca,Comerciante,218,14049.12,INDEPENDIENTE,La Paz,ACTIVO
C00228,2026-04-17,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,169,5135.1,INDEPENDIENTE,Oruro,ACTIVO
C00229,2026-07-26,EMPRESARIO,Empresa PYME 350,Industria,Director,167,28916.25,PROPIETARIO,Cochabamba,ACTIVO
C00230,2026-02-22,INDEPENDIENTE,Actividad independiente,Tecnologia,Consultor,115,7695.27,INDEPENDIENTE,Tarija,ACTIVO
C00231,2026-02-03,EMPRESARIO,Empresa PYME 508,Tecnologia,Director,190,29700.58,PROPIETARIO,Tarija,ACTIVO
C00232,2026-01-25,DEPENDIENTE,Empresa 244,Banca,Asistente,34,6645.81,PLAZO_FIJO,Cochabamba,INACTIVO
C00233,2026-03-25,EMPRESARIO,Empresa PYME 933,Agricultura,Propietario,66,29067.15,PROPIETARIO,Oruro,ACTIVO
C00234,2026-05-08,INDEPENDIENTE,Actividad independiente,Banca,Consultor,134,8335.19,INDEPENDIENTE,La Paz,INACTIVO
C00235,2026-03-14,DEPENDIENTE,Empresa 151,Transporte,Analista,58,11541.83,INDEFINIDO,Tarija,ACTIVO
C00236,2026-04-21,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,76,9208.63,INDEPENDIENTE,Cochabamba,ACTIVO
C00237,2026-05-24,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,14,7507.27,INDEPENDIENTE,Cochabamba,ACTIVO
C00238,2026-06-09,DEPENDIENTE,Empresa 945,Agricultura,Contador,118,14348.26,TEMPORAL,La Paz,ACTIVO
C00239,2026-07-13,DEPENDIENTE,Empresa 474,Construccion,Tecnico,206,17795.21,PLAZO_FIJO,Santa Cruz,ACTIVO
C00240,2026-07-25,DEPENDIENTE,Empresa 441,Transporte,Director,14,3103.17,INDEFINIDO,Tarija,ACTIVO
C00241,2026-02-11,DEPENDIENTE,Empresa 426,Industria,Consultor,38,7583.47,TEMPORAL,Tarija,ACTIVO
C00242,2026-07-01,DEPENDIENTE,Empresa 601,Agricultura,Tecnico,132,15338.49,PLAZO_FIJO,Cochabamba,ACTIVO
C00243,2026-03-20,DEPENDIENTE,Empresa 697,Banca,Administrador,175,4198.87,PLAZO_FIJO,Tarija,ACTIVO
C00244,2026-05-03,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,187,2549.22,JUBILACION,Tarija,ACTIVO
C00245,2026-05-27,DEPENDIENTE,Empresa 132,Comercio,Asistente,40,15235.75,PLAZO_FIJO,Santa Cruz,ACTIVO
C00246,2026-07-18,DEPENDIENTE,Empresa 613,Agricultura,Administrador,108,13202.75,INDEFINIDO,Sucre,ACTIVO
C00247,2026-05-24,INDEPENDIENTE,Actividad independiente,Tecnologia,Comerciante,183,4226.03,INDEPENDIENTE,Oruro,ACTIVO
C00248,2026-04-01,DEPENDIENTE,Empresa 659,Salud,Ingeniero,120,16637.92,INDEFINIDO,Tarija,ACTIVO
C00249,2026-08-30,JUBILADO,Sistema de Pensiones,Salud,Jubilado,145,4229.79,JUBILACION,Potosi,ACTIVO
C00250,2026-08-28,DEPENDIENTE,Empresa 673,Salud,Ingeniero,128,7414.13,TEMPORAL,Cochabamba,ACTIVO
C00251,2026-09-02,INDEPENDIENTE,Actividad independiente,Construccion,Consultor,232,14752.01,INDEPENDIENTE,Cochabamba,ACTIVO
C00252,2026-06-17,JUBILADO,Sistema de Pensiones,Salud,Jubilado,91,8483.27,JUBILACION,Oruro,ACTIVO
C00253,2026-02-05,DEPENDIENTE,Empresa 378,Comercio,Director,72,16961.87,TEMPORAL,Tarija,ACTIVO
C00254,2026-03-01,DEPENDIENTE,Empresa 753,Banca,Asistente,174,16530.35,INDEFINIDO,La Paz,ACTIVO
C00255,2026-09-04,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,177,12134.58,INDEPENDIENTE,Santa Cruz,ACTIVO
C00256,2026-07-13,JUBILADO,Sistema de Pensiones,Salud,Jubilado,125,6623.66,JUBILACION,Cochabamba,ACTIVO
C00257,2026-07-05,DEPENDIENTE,Empresa 856,Banca,Tecnico,169,11399.07,INDEFINIDO,Santa Cruz,ACTIVO
C00258,2026-08-28,EMPRESARIO,Empresa PYME 290,Salud,Director,217,14924.86,PROPIETARIO,La Paz,ACTIVO
C00259,2026-06-14,DEPENDIENTE,Empresa 565,Servicios,Contador,240,17736.41,INDEFINIDO,Tarija,ACTIVO
C00260,2026-01-29,JUBILADO,Sistema de Pensiones,Tecnologia,Jubilado,72,3511.12,JUBILACION,Santa Cruz,ACTIVO
C00261,2026-05-26,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,6,11707.72,INDEPENDIENTE,Santa Cruz,ACTIVO
C00262,2026-01-23,INDEPENDIENTE,Actividad independiente,Industria,Consultor,214,7846.29,INDEPENDIENTE,Oruro,ACTIVO
C00263,2026-01-02,JUBILADO,Sistema de Pensiones,Salud,Jubilado,85,8563.61,JUBILACION,Sucre,ACTIVO
C00264,2026-01-03,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,80,9780.76,INDEPENDIENTE,Oruro,ACTIVO
C00265,2026-06-25,DEPENDIENTE,Empresa 515,Servicios,Gerente,33,9713.62,TEMPORAL,Oruro,ACTIVO
C00266,2026-09-03,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,97,10182.82,INDEPENDIENTE,Sucre,ACTIVO
C00267,2026-07-13,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,109,11274.26,INDEPENDIENTE,Potosi,ACTIVO
C00268,2026-05-15,DEPENDIENTE,Empresa 183,Transporte,Especialista,177,14198.46,INDEFINIDO,Tarija,ACTIVO
C00269,2026-02-21,DEPENDIENTE,Empresa 617,Agricultura,Tecnico,31,3457.25,TEMPORAL,Tarija,ACTIVO
C00270,2026-05-30,DEPENDIENTE,Empresa 834,Transporte,Asistente,116,4301.72,TEMPORAL,La Paz,ACTIVO
C00271,2026-05-25,DEPENDIENTE,Empresa 567,Banca,Administrador,119,4545.14,INDEFINIDO,Tarija,ACTIVO
C00272,2026-07-10,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,104,5680.72,INDEPENDIENTE,Tarija,ACTIVO
C00273,2026-08-28,DEPENDIENTE,Empresa 170,Transporte,Analista,19,10888.03,TEMPORAL,La Paz,ACTIVO
C00274,2026-09-04,DEPENDIENTE,Empresa 761,Industria,Director,199,12443.64,INDEFINIDO,Cochabamba,INACTIVO
C00275,2026-05-19,DEPENDIENTE,Empresa 995,Construccion,Comerciante,99,3743.87,PLAZO_FIJO,Oruro,ACTIVO
C00276,2026-08-02,DEPENDIENTE,Empresa 328,Banca,Director,103,10697.06,TEMPORAL,Potosi,ACTIVO
C00277,2026-07-30,DEPENDIENTE,Empresa 488,Educacion,Tecnico,187,10938.9,TEMPORAL,Santa Cruz,ACTIVO
C00278,2026-07-27,DEPENDIENTE,Empresa 132,Industria,Supervisor,227,13737.87,INDEFINIDO,Tarija,ACTIVO
C00279,2026-01-09,EMPRESARIO,Empresa PYME 708,Transporte,Propietario,64,10152.04,PROPIETARIO,Tarija,ACTIVO
C00280,2026-05-19,EMPRESARIO,Empresa PYME 339,Educacion,Director,192,6105.92,PROPIETARIO,Potosi,ACTIVO
C00281,2026-03-23,DEPENDIENTE,Empresa 689,Agricultura,Director,77,6129.5,TEMPORAL,Tarija,ACTIVO
C00282,2026-05-14,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,80,13453.23,INDEPENDIENTE,Sucre,ACTIVO
C00283,2026-06-23,DEPENDIENTE,Empresa 741,Industria,Gerente,228,13895.79,TEMPORAL,Tarija,ACTIVO
C00284,2026-06-28,JUBILADO,Sistema de Pensiones,Industria,Jubilado,204,5766.35,JUBILACION,Sucre,ACTIVO
C00285,2026-08-08,DEPENDIENTE,Empresa 407,Construccion,Asistente,124,6235.01,TEMPORAL,Potosi,ACTIVO
C00286,2026-03-04,DEPENDIENTE,Empresa 497,Salud,Gerente,109,11137.94,PLAZO_FIJO,Santa Cruz,ACTIVO
C00287,2026-08-01,DEPENDIENTE,Empresa 841,Educacion,Tecnico,219,8251.7,PLAZO_FIJO,La Paz,ACTIVO
C00288,2026-07-05,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,226,3409.8,INDEPENDIENTE,Santa Cruz,ACTIVO
C00289,2026-08-28,EMPRESARIO,Empresa PYME 316,Educacion,Propietario,80,28925.49,PROPIETARIO,Oruro,ACTIVO
C00290,2026-06-04,JUBILADO,Sistema de Pensiones,Educacion,Jubilado,237,3849.63,JUBILACION,Sucre,ACTIVO
C00291,2026-03-20,DEPENDIENTE,Empresa 467,Salud,Comerciante,100,9726.88,PLAZO_FIJO,Cochabamba,ACTIVO
C00292,2026-08-03,DEPENDIENTE,Empresa 879,Tecnologia,Vendedor,208,17710.44,INDEFINIDO,Santa Cruz,ACTIVO
C00293,2026-03-08,DEPENDIENTE,Empresa 116,Servicios,Gerente,224,5929.75,TEMPORAL,Tarija,ACTIVO
C00294,2026-08-02,DEPENDIENTE,Empresa 683,Educacion,Administrador,53,7612.91,INDEFINIDO,Sucre,ACTIVO
C00295,2026-05-06,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,68,7390.85,JUBILACION,Sucre,ACTIVO
C00296,2026-02-17,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,38,11503.92,INDEPENDIENTE,Oruro,INACTIVO
C00297,2026-04-16,DEPENDIENTE,Empresa 106,Construccion,Especialista,212,12857.34,INDEFINIDO,Potosi,ACTIVO
C00298,2026-01-16,DEPENDIENTE,Empresa 482,Agricultura,Vendedor,5,5890.15,INDEFINIDO,Oruro,ACTIVO
C00299,2026-05-22,DEPENDIENTE,Empresa 644,Industria,Analista,171,10061.74,PLAZO_FIJO,La Paz,ACTIVO
C00300,2026-06-22,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,7,8777.7,INDEPENDIENTE,Potosi,ACTIVO
C00301,2026-05-15,DEPENDIENTE,Empresa 734,Salud,Asistente,137,4807.91,INDEFINIDO,Potosi,ACTIVO
C00302,2026-05-25,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,98,14491.22,INDEPENDIENTE,Oruro,ACTIVO
C00303,2026-07-14,INDEPENDIENTE,Actividad independiente,Banca,Profesional independiente,170,14895.93,INDEPENDIENTE,La Paz,ACTIVO
C00304,2026-01-22,DEPENDIENTE,Empresa 275,Transporte,Director,17,12369.6,PLAZO_FIJO,Potosi,ACTIVO
C00305,2026-02-28,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,232,9101.99,INDEPENDIENTE,Potosi,ACTIVO
C00306,2026-08-19,DEPENDIENTE,Empresa 387,Servicios,Comerciante,14,16824.47,PLAZO_FIJO,Tarija,ACTIVO
C00307,2026-07-12,DEPENDIENTE,Empresa 247,Industria,Consultor,7,17402.77,PLAZO_FIJO,La Paz,ACTIVO
C00308,2026-03-26,DEPENDIENTE,Empresa 653,Industria,Comerciante,216,15666.36,TEMPORAL,Potosi,ACTIVO
C00309,2026-01-14,INDEPENDIENTE,Actividad independiente,Comercio,Consultor,131,11818.21,INDEPENDIENTE,Sucre,ACTIVO
C00310,2026-09-06,DEPENDIENTE,Empresa 506,Tecnologia,Consultor,199,12014.91,TEMPORAL,La Paz,ACTIVO
C00311,2026-08-29,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,128,5351.73,INDEPENDIENTE,Sucre,ACTIVO
C00312,2026-03-05,DEPENDIENTE,Empresa 917,Comercio,Contador,24,14468.59,PLAZO_FIJO,La Paz,ACTIVO
C00313,2026-01-28,DEPENDIENTE,Empresa 469,Comercio,Ingeniero,42,13964.66,TEMPORAL,La Paz,INACTIVO
C00314,2026-04-25,DEPENDIENTE,Empresa 541,Servicios,Gerente,29,4553.86,PLAZO_FIJO,Tarija,ACTIVO
C00315,2026-07-20,DEPENDIENTE,Empresa 712,Tecnologia,Consultor,93,11090.41,INDEFINIDO,Potosi,ACTIVO
C00316,2026-05-27,DEPENDIENTE,Empresa 348,Servicios,Tecnico,202,3812.84,PLAZO_FIJO,Santa Cruz,ACTIVO
C00317,2026-02-12,DEPENDIENTE,Empresa 164,Industria,Gerente,80,6660.31,PLAZO_FIJO,Cochabamba,ACTIVO
C00318,2026-06-10,DEPENDIENTE,Empresa 838,Transporte,Asistente,95,6401.35,INDEFINIDO,Tarija,ACTIVO
C00319,2026-08-04,DEPENDIENTE,Empresa 440,Agricultura,Administrador,80,2604.89,INDEFINIDO,Sucre,ACTIVO
C00320,2026-02-04,DEPENDIENTE,Empresa 708,Salud,Comerciante,113,15139.87,PLAZO_FIJO,Cochabamba,ACTIVO
C00321,2026-09-05,INDEPENDIENTE,Actividad independiente,Tecnologia,Consultor,83,4720.47,INDEPENDIENTE,Cochabamba,ACTIVO
C00322,2026-04-04,INDEPENDIENTE,Actividad independiente,Comercio,Consultor,86,7200.69,INDEPENDIENTE,Tarija,ACTIVO
C00323,2026-01-07,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,177,7419.8,JUBILACION,Oruro,ACTIVO
C00324,2026-06-22,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,212,13097.35,INDEPENDIENTE,Santa Cruz,ACTIVO
C00325,2026-01-19,DEPENDIENTE,Empresa 486,Transporte,Especialista,42,13586.16,TEMPORAL,Tarija,ACTIVO
C00326,2026-05-20,DEPENDIENTE,Empresa 528,Banca,Director,239,16766.08,TEMPORAL,Potosi,INACTIVO
C00327,2026-06-20,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,30,12111.93,INDEPENDIENTE,Santa Cruz,ACTIVO
C00328,2026-09-05,DEPENDIENTE,Empresa 439,Industria,Especialista,176,12524.53,TEMPORAL,La Paz,ACTIVO
C00329,2026-05-28,DEPENDIENTE,Empresa 804,Educacion,Consultor,194,10541.37,TEMPORAL,Sucre,ACTIVO
C00330,2026-01-07,DEPENDIENTE,Empresa 453,Transporte,Gerente,153,13201.78,TEMPORAL,La Paz,ACTIVO
C00331,2026-07-06,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,32,7852.96,JUBILACION,Cochabamba,ACTIVO
C00332,2026-04-23,DEPENDIENTE,Empresa 199,Transporte,Vendedor,136,9985.35,INDEFINIDO,Cochabamba,ACTIVO
C00333,2026-01-28,DEPENDIENTE,Empresa 763,Construccion,Ingeniero,32,2850.07,TEMPORAL,Oruro,ACTIVO
C00334,2026-07-24,DEPENDIENTE,Empresa 337,Industria,Vendedor,87,11177.66,INDEFINIDO,Oruro,ACTIVO
C00335,2026-08-15,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,104,2864.9,INDEPENDIENTE,Sucre,ACTIVO
C00336,2026-07-27,DEPENDIENTE,Empresa 820,Comercio,Especialista,57,5689.66,TEMPORAL,Tarija,ACTIVO
C00337,2026-03-09,EMPRESARIO,Empresa PYME 216,Transporte,Director,96,13149.62,PROPIETARIO,Tarija,INACTIVO
C00338,2026-04-01,DEPENDIENTE,Empresa 456,Transporte,Supervisor,159,8584.43,PLAZO_FIJO,Tarija,ACTIVO
C00339,2026-06-22,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,238,10181.06,INDEPENDIENTE,Cochabamba,ACTIVO
C00340,2026-04-18,DEPENDIENTE,Empresa 497,Agricultura,Tecnico,98,13248.27,INDEFINIDO,Santa Cruz,ACTIVO
C00341,2026-05-23,DEPENDIENTE,Empresa 277,Construccion,Comerciante,165,10829.38,PLAZO_FIJO,Sucre,ACTIVO
C00342,2026-05-05,DEPENDIENTE,Empresa 109,Construccion,Ingeniero,161,3330.97,PLAZO_FIJO,Santa Cruz,ACTIVO
C00343,2026-04-17,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,107,6855.94,JUBILACION,Sucre,ACTIVO
C00344,2026-03-15,DEPENDIENTE,Empresa 650,Construccion,Asistente,77,3006.77,INDEFINIDO,Potosi,ACTIVO
C00345,2026-01-30,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,143,8885.07,INDEPENDIENTE,Potosi,ACTIVO
C00346,2026-05-20,JUBILADO,Sistema de Pensiones,Educacion,Jubilado,197,7089.07,JUBILACION,Sucre,ACTIVO
C00347,2026-03-09,EMPRESARIO,Empresa PYME 560,Tecnologia,Propietario,79,26870.25,PROPIETARIO,Potosi,ACTIVO
C00348,2026-07-08,DEPENDIENTE,Empresa 930,Agricultura,Asistente,201,15084.28,INDEFINIDO,Oruro,ACTIVO
C00349,2026-07-28,INDEPENDIENTE,Actividad independiente,Educacion,Comerciante,45,10201.89,INDEPENDIENTE,Potosi,ACTIVO
C00350,2026-03-16,DEPENDIENTE,Empresa 820,Salud,Ingeniero,155,10850.91,PLAZO_FIJO,Tarija,ACTIVO
C00351,2026-03-12,EMPRESARIO,Empresa PYME 160,Construccion,Director,37,29069.3,PROPIETARIO,Oruro,ACTIVO
C00352,2026-06-23,DEPENDIENTE,Empresa 963,Industria,Especialista,85,15341.47,TEMPORAL,Sucre,ACTIVO
C00353,2026-07-23,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,99,8149.9,INDEPENDIENTE,Sucre,ACTIVO
C00354,2026-01-01,DEPENDIENTE,Empresa 695,Comercio,Ingeniero,119,17228.94,PLAZO_FIJO,Oruro,INACTIVO
C00355,2026-04-12,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,220,3291.63,INDEPENDIENTE,Sucre,ACTIVO
C00356,2026-02-03,DEPENDIENTE,Empresa 691,Agricultura,Tecnico,215,6895.69,PLAZO_FIJO,Potosi,ACTIVO
C00357,2026-07-20,DEPENDIENTE,Empresa 741,Transporte,Supervisor,198,3250.34,TEMPORAL,La Paz,ACTIVO
C00358,2026-06-26,EMPRESARIO,Empresa PYME 307,Construccion,Director,119,5016.9,PROPIETARIO,Oruro,ACTIVO
C00359,2026-04-06,EMPRESARIO,Empresa PYME 184,Construccion,Director,26,21364.7,PROPIETARIO,La Paz,ACTIVO
C00360,2026-06-30,DEPENDIENTE,Empresa 193,Comercio,Comerciante,196,6129.23,TEMPORAL,La Paz,ACTIVO
C00361,2026-01-03,DEPENDIENTE,Empresa 109,Tecnologia,Vendedor,60,10551.39,TEMPORAL,Potosi,ACTIVO
C00362,2026-07-07,EMPRESARIO,Empresa PYME 191,Comercio,Director,125,6770.71,PROPIETARIO,La Paz,ACTIVO
C00363,2026-06-23,EMPRESARIO,Empresa PYME 756,Construccion,Propietario,100,24336.51,PROPIETARIO,La Paz,ACTIVO
C00364,2026-06-10,DEPENDIENTE,Empresa 318,Construccion,Director,45,9321.54,TEMPORAL,Sucre,ACTIVO
C00365,2026-02-01,DEPENDIENTE,Empresa 870,Agricultura,Gerente,25,16397.19,INDEFINIDO,Oruro,ACTIVO
C00366,2026-03-12,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,205,3150.85,JUBILACION,Santa Cruz,ACTIVO
C00367,2026-08-06,DEPENDIENTE,Empresa 127,Salud,Director,75,14574.03,TEMPORAL,Santa Cruz,ACTIVO
C00368,2026-08-18,DEPENDIENTE,Empresa 902,Educacion,Analista,103,7080.9,TEMPORAL,Sucre,ACTIVO
C00369,2026-08-28,DEPENDIENTE,Empresa 469,Tecnologia,Analista,155,3600.69,TEMPORAL,Santa Cruz,ACTIVO
C00370,2026-05-01,EMPRESARIO,Empresa PYME 881,Comercio,Propietario,96,18658.91,PROPIETARIO,La Paz,ACTIVO
C00371,2026-05-10,DEPENDIENTE,Empresa 507,Salud,Especialista,13,16799.98,INDEFINIDO,Oruro,ACTIVO
C00372,2026-05-18,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,182,7528.47,INDEPENDIENTE,Tarija,ACTIVO
C00373,2026-05-18,DEPENDIENTE,Empresa 259,Tecnologia,Especialista,133,16774.34,INDEFINIDO,Sucre,ACTIVO
C00374,2026-09-02,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,82,11233.45,INDEPENDIENTE,La Paz,ACTIVO
C00375,2026-01-15,JUBILADO,Sistema de Pensiones,Salud,Jubilado,119,6363.62,JUBILACION,Oruro,ACTIVO
C00376,2026-01-03,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,6,11348.76,INDEPENDIENTE,Sucre,INACTIVO
C00377,2026-07-19,DEPENDIENTE,Empresa 867,Salud,Gerente,69,5087.93,TEMPORAL,Oruro,ACTIVO
C00378,2026-05-15,INDEPENDIENTE,Actividad independiente,Comercio,Consultor,88,12588.85,INDEPENDIENTE,Cochabamba,ACTIVO
C00379,2026-05-08,DEPENDIENTE,Empresa 156,Agricultura,Ingeniero,130,9555.57,INDEFINIDO,Santa Cruz,ACTIVO
C00380,2026-02-28,DEPENDIENTE,Empresa 218,Servicios,Director,231,11395.64,INDEFINIDO,La Paz,ACTIVO
C00381,2026-02-15,EMPRESARIO,Empresa PYME 253,Banca,Director,14,16794.11,PROPIETARIO,Tarija,ACTIVO
C00382,2026-08-23,INDEPENDIENTE,Actividad independiente,Tecnologia,Consultor,60,6522.53,INDEPENDIENTE,Cochabamba,ACTIVO
C00383,2026-02-27,DEPENDIENTE,Empresa 283,Servicios,Analista,131,12936.55,INDEFINIDO,La Paz,INACTIVO
C00384,2026-01-23,DEPENDIENTE,Empresa 435,Servicios,Contador,224,6875.76,PLAZO_FIJO,Sucre,ACTIVO
C00385,2026-04-29,DEPENDIENTE,Empresa 348,Tecnologia,Consultor,203,7210.59,TEMPORAL,Tarija,INACTIVO
C00386,2026-07-14,JUBILADO,Sistema de Pensiones,Educacion,Jubilado,190,8323.01,JUBILACION,Santa Cruz,ACTIVO
C00387,2026-01-03,DEPENDIENTE,Empresa 998,Tecnologia,Director,141,7869.57,INDEFINIDO,La Paz,ACTIVO
C00388,2026-03-02,DEPENDIENTE,Empresa 642,Industria,Asistente,189,7266.41,TEMPORAL,Sucre,INACTIVO
C00389,2026-01-12,JUBILADO,Sistema de Pensiones,Educacion,Jubilado,185,4102.81,JUBILACION,Potosi,ACTIVO
C00390,2026-05-29,INDEPENDIENTE,Actividad independiente,Comercio,Comerciante,120,14681.93,INDEPENDIENTE,Tarija,ACTIVO
C00391,2026-06-19,INDEPENDIENTE,Actividad independiente,Construccion,Consultor,154,9597.76,INDEPENDIENTE,Santa Cruz,ACTIVO
C00392,2026-04-26,EMPRESARIO,Empresa PYME 425,Salud,Director,182,25797.5,PROPIETARIO,Santa Cruz,ACTIVO
C00393,2026-04-30,DEPENDIENTE,Empresa 560,Tecnologia,Gerente,30,4908.86,TEMPORAL,Sucre,ACTIVO
C00394,2026-01-31,DEPENDIENTE,Empresa 972,Comercio,Contador,118,7278.77,INDEFINIDO,Santa Cruz,ACTIVO
C00395,2026-08-08,DEPENDIENTE,Empresa 955,Tecnologia,Asistente,181,11851.19,TEMPORAL,Santa Cruz,ACTIVO
C00396,2026-03-08,DEPENDIENTE,Empresa 406,Construccion,Comerciante,104,10458.62,PLAZO_FIJO,La Paz,INACTIVO
C00397,2026-01-04,EMPRESARIO,Empresa PYME 224,Banca,Propietario,27,16551.08,PROPIETARIO,Potosi,ACTIVO
C00398,2026-08-29,DEPENDIENTE,Empresa 745,Comercio,Comerciante,213,8709.02,INDEFINIDO,Tarija,ACTIVO
C00399,2026-04-24,EMPRESARIO,Empresa PYME 761,Construccion,Propietario,8,29929.04,PROPIETARIO,La Paz,ACTIVO
C00400,2026-02-13,EMPRESARIO,Empresa PYME 151,Agricultura,Director,34,6067.41,PROPIETARIO,Sucre,ACTIVO
C00401,2026-02-24,DEPENDIENTE,Empresa 462,Construccion,Gerente,100,13089.8,INDEFINIDO,Cochabamba,ACTIVO
C00402,2026-03-17,EMPRESARIO,Empresa PYME 762,Transporte,Propietario,160,20479.41,PROPIETARIO,Sucre,ACTIVO
C00403,2026-06-14,DEPENDIENTE,Empresa 304,Servicios,Administrador,74,8436.74,INDEFINIDO,Santa Cruz,ACTIVO
C00404,2026-05-03,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,100,12273.95,INDEPENDIENTE,Potosi,ACTIVO
C00405,2026-06-02,EMPRESARIO,Empresa PYME 426,Educacion,Propietario,102,11760.89,PROPIETARIO,La Paz,ACTIVO
C00406,2026-04-02,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,210,14894.14,INDEPENDIENTE,Santa Cruz,INACTIVO
